,origin,destination,Route pair,DELAYS15,CANCELLED
3019,PHX,PIT,PHXPIT,13,0
3020,PHX,PSP,PHXPSP,33,6
3021,PHX,RDU,PHXRDU,5,0
3022,PHX,RNO,PHXRNO,26,0
3023,PHX,SAN,PHXSAN,54,6
3024,PHX,SAT,PHXSAT,28,0
3025,PHX,SBA,PHXSBA,21,0
3026,PHX,SBP,PHXSBP,21,12
3027,PHX,SDF,PHXSDF,2,0
3028,PHX,SEA,PHXSEA,63,0
3029,PHX,SFO,PHXSFO,108,13
3030,PHX,SJC,PHXSJC,47,0
3031,PHX,SLC,PHXSLC,35,0
3032,PHX,SMF,PHXSMF,39,0
3033,PHX,SNA,PHXSNA,32,0
3034,PHX,STL,PHXSTL,18,4
3035,PHX,TPA,PHXTPA,16,0
3036,PHX,TUL,PHXTUL,8,0
3037,PHX,TUS,PHXTUS,42,0
3038,PHX,YUM,PHXYUM,15,0
3039,PIA,ATL,PIAATL,19,1
3040,PIA,DFW,PIADFW,9,7
3041,PIA,ORD,PIAORD,18,19
3042,PIH,SLC,PIHSLC,6,0
3043,PIT,ATL,PITATL,21,1
3044,PIT,BOS,PITBOS,52,19
3045,PIT,BWI,PITBWI,6,1
3046,PIT,CLT,PITCLT,28,1
3047,PIT,DCA,PITDCA,17,6
3048,PIT,DEN,PITDEN,14,0
3049,PIT,DFW,PITDFW,14,0
3050,PIT,DTW,PITDTW,20,3
3051,PIT,EWR,PITEWR,78,7
3052,PIT,FLL,PITFLL,9,0
3053,PIT,IAD,PITIAD,9,4
3054,PIT,IAH,PITIAH,6,0
3055,PIT,JFK,PITJFK,28,1
3056,PIT,LAS,PITLAS,4,0
3057,PIT,LAX,PITLAX,7,0
3058,PIT,LGA,PITLGA,107,13
3059,PIT,MCO,PITMCO,17,1
3060,PIT,MDW,PITMDW,10,17
3061,PIT,MIA,PITMIA,8,0
3062,PIT,MSP,PITMSP,8,0
3063,PIT,ORD,PITORD,48,34
3064,PIT,PBI,PITPBI,4,0
3065,PIT,PHL,PITPHL,21,0
3066,PIT,PHX,PITPHX,4,0
3067,PIT,RSW,PITRSW,13,0
3068,PIT,SFO,PITSFO,13,0
3069,PIT,SJU,PITSJU,0,0
3070,PIT,SLC,PITSLC,1,0
3071,PIT,TPA,PITTPA,9,0
3072,PLN,DTW,PLNDTW,13,5
3073,PNS,ATL,PNSATL,14,1
3074,PNS,CLT,PNSCLT,14,1
3075,PNS,DFW,PNSDFW,16,1
3076,PNS,IAH,PNSIAH,17,1
3077,PNS,ORD,PNSORD,8,6
3078,PSC,DEN,PSCDEN,0,0
3079,PSC,SLC,PSCSLC,7,0
3080,PSE,JFK,PSEJFK,6,0
3081,PSE,MCO,PSEMCO,10,1
3082,PSG,JNU,PSGJNU,4,4
3083,PSG,WRG,PSGWRG,6,3
3084,PSP,DEN,PSPDEN,19,2
3085,PSP,DFW,PSPDFW,17,0
3086,PSP,IAH,PSPIAH,12,1
3087,PSP,LAX,PSPLAX,4,0
3088,PSP,MSP,PSPMSP,3,0
3089,PSP,ORD,PSPORD,38,13
3090,PSP,PDX,PSPPDX,5,0
3091,PSP,PHX,PSPPHX,26,6
3092,PSP,SEA,PSPSEA,13,0
3093,PSP,SFO,PSPSFO,57,16
3094,PSP,SLC,PSPSLC,6,0
3095,PVD,ATL,PVDATL,7,0
3096,PVD,BWI,PVDBWI,11,8
3097,PVD,CLT,PVDCLT,22,3
3098,PVD,DCA,PVDDCA,49,12
3099,PVD,DTW,PVDDTW,3,1
3100,PVD,EWR,PVDEWR,23,5
3101,PVD,FLL,PVDFLL,13,4
3102,PVD,IAD,PVDIAD,2,1
3103,PVD,MCO,PVDMCO,32,7
3104,PVD,MDW,PVDMDW,5,4
3105,PVD,ORD,PVDORD,25,12
3106,PVD,PHL,PVDPHL,8,1
3107,PVD,TPA,PVDTPA,7,2
3108,PWM,ATL,PWMATL,3,0
3109,PWM,BWI,PWMBWI,4,5
3110,PWM,CLT,PWMCLT,5,3
3111,PWM,DTW,PWMDTW,0,0
3112,PWM,EWR,PWMEWR,14,1
3113,PWM,IAD,PWMIAD,1,2
3114,PWM,JFK,PWMJFK,8,1
3115,PWM,MCO,PWMMCO,1,0
3116,PWM,ORD,PWMORD,4,0
3117,RAP,DEN,RAPDEN,18,2
3118,RAP,MSP,RAPMSP,15,1
3119,RAP,ORD,RAPORD,1,0
3120,RAP,SLC,RAPSLC,6,0
3121,RDD,SFO,RDDSFO,18,11
3122,RDM,DEN,RDMDEN,0,0
3123,RDM,SFO,RDMSFO,36,12
3124,RDM,SLC,RDMSLC,8,0
3125,RDU,ATL,RDUATL,43,2
3126,RDU,AUS,RDUAUS,0,0
3127,RDU,BDL,RDUBDL,4,0
3128,RDU,BNA,RDUBNA,10,0
3129,RDU,BOS,RDUBOS,59,14
3130,RDU,BWI,RDUBWI,36,6
3131,RDU,CLT,RDUCLT,23,0
3132,RDU,CMH,RDUCMH,9,2
3133,RDU,CVG,RDUCVG,10,0
3134,RDU,DCA,RDUDCA,38,7
3135,RDU,DEN,RDUDEN,17,0
3136,RDU,DFW,RDUDFW,15,1
3137,RDU,DTW,RDUDTW,7,0
3138,RDU,EWR,RDUEWR,71,6
3139,RDU,FLL,RDUFLL,23,0
3140,RDU,IAD,RDUIAD,4,3
3141,RDU,IAH,RDUIAH,21,1
3142,RDU,IND,RDUIND,5,0
3143,RDU,JFK,RDUJFK,83,9
3144,RDU,LAS,RDULAS,9,0
3145,RDU,LAX,RDULAX,4,0
3146,RDU,LGA,RDULGA,119,11
3147,RDU,MCI,RDUMCI,5,0
3148,RDU,MCO,RDUMCO,26,1
3149,RDU,MDW,RDUMDW,13,8
3150,RDU,MIA,RDUMIA,17,0
3151,RDU,MSP,RDUMSP,8,0
3152,RDU,MSY,RDUMSY,4,1
3153,RDU,ORD,RDUORD,32,18
3154,RDU,PHL,RDUPHL,38,1
3155,RDU,PHX,RDUPHX,14,0
3156,RDU,SAT,RDUSAT,1,0
3157,RDU,SLC,RDUSLC,2,0
3158,RDU,STL,RDUSTL,6,0
3159,RDU,TPA,RDUTPA,11,1
3160,RHI,MSP,RHIMSP,10,1
3161,RIC,ATL,RICATL,25,4
3162,RIC,BOS,RICBOS,30,9
3163,RIC,CLT,RICCLT,25,2
3164,RIC,DFW,RICDFW,6,0
3165,RIC,DTW,RICDTW,8,1
3166,RIC,EWR,RICEWR,10,3
3167,RIC,FLL,RICFLL,17,1
3168,RIC,IAH,RICIAH,4,1
3169,RIC,JFK,RICJFK,11,0
3170,RIC,LGA,RICLGA,76,10
3171,RIC,MCO,RICMCO,14,0
3172,RIC,MIA,RICMIA,3,1
3173,RIC,MSP,RICMSP,9,0
3174,RIC,ORD,RICORD,44,38
3175,RKS,DEN,RKSDEN,8,1
3176,RNO,ATL,RNOATL,3,0
3177,RNO,DEN,RNODEN,23,0
3178,RNO,DFW,RNODFW,9,0
3179,RNO,IAH,RNOIAH,1,0
3180,RNO,LAS,RNOLAS,42,3
3181,RNO,LAX,RNOLAX,45,2
3182,RNO,LGB,RNOLGB,7,0
3183,RNO,OAK,RNOOAK,9,0
3184,RNO,PDX,RNOPDX,4,0
3185,RNO,PHX,RNOPHX,10,0
3186,RNO,SAN,RNOSAN,9,0
3187,RNO,SEA,RNOSEA,1,0
3188,RNO,SFO,RNOSFO,34,11
3189,RNO,SJC,RNOSJC,6,1
3190,RNO,SLC,RNOSLC,18,0
3191,ROA,ATL,ROAATL,16,1
3192,ROA,CLT,ROACLT,8,0
3193,ROC,ATL,ROCATL,12,1
3194,ROC,BOS,ROCBOS,4,1
3195,ROC,BWI,ROCBWI,9,5
3196,ROC,CLT,ROCCLT,13,7
3197,ROC,DTW,ROCDTW,14,3
3198,ROC,EWR,ROCEWR,29,7
3199,ROC,IAD,ROCIAD,6,2
3200,ROC,JFK,ROCJFK,26,10
3201,ROC,MCO,ROCMCO,4,2
3202,ROC,MSP,ROCMSP,0,1
3203,ROC,ORD,ROCORD,35,29
3204,ROC,TPA,ROCTPA,6,1
3205,ROW,DFW,ROWDFW,15,0
3206,RST,MSP,RSTMSP,13,2
3207,RST,ORD,RSTORD,43,35
3208,RSW,ATL,RSWATL,19,2
3209,RSW,BDL,RSWBDL,14,3
3210,RSW,BOS,RSWBOS,67,16
3211,RSW,BUF,RSWBUF,5,2
3212,RSW,BWI,RSWBWI,38,5
3213,RSW,CAK,RSWCAK,0,1
3214,RSW,CLE,RSWCLE,20,2
3215,RSW,CLT,RSWCLT,26,1
3216,RSW,CMH,RSWCMH,10,5
3217,RSW,CVG,RSWCVG,23,0
3218,RSW,DCA,RSWDCA,26,5
3219,RSW,DEN,RSWDEN,8,0
3220,RSW,DFW,RSWDFW,16,1
3221,RSW,DTW,RSWDTW,29,2
3222,RSW,EWR,RSWEWR,63,2
3223,RSW,HPN,RSWHPN,7,1
3224,RSW,IAH,RSWIAH,9,1
3225,RSW,IND,RSWIND,18,4
3226,RSW,ISP,RSWISP,7,0
3227,RSW,JFK,RSWJFK,23,4
3228,RSW,LGA,RSWLGA,38,0
3229,RSW,MCI,RSWMCI,2,1
3230,RSW,MDW,RSWMDW,21,14
3231,RSW,MIA,RSWMIA,6,0
3232,RSW,MKE,RSWMKE,21,7
3233,RSW,MSP,RSWMSP,15,1
3234,RSW,ORD,RSWORD,55,20
3235,RSW,PHL,RSWPHL,23,1
3236,RSW,PIT,RSWPIT,5,0
3237,RSW,STL,RSWSTL,17,4
3238,SAN,ABQ,SANABQ,7,0
3239,SAN,ATL,SANATL,18,0
3240,SAN,AUS,SANAUS,26,0
3241,SAN,BNA,SANBNA,4,0
3242,SAN,BOI,SANBOI,13,0
3243,SAN,BOS,SANBOS,12,4
3244,SAN,BWI,SANBWI,11,1
3245,SAN,CLE,SANCLE,1,0
3246,SAN,CLT,SANCLT,16,2
3247,SAN,CVG,SANCVG,5,0
3248,SAN,DEN,SANDEN,57,0
3249,SAN,DFW,SANDFW,30,0
3250,SAN,DTW,SANDTW,7,0
3251,SAN,ELP,SANELP,3,0
3252,SAN,EWR,SANEWR,29,0
3253,SAN,FAT,SANFAT,11,3
3254,SAN,GEG,SANGEG,5,1
3255,SAN,HNL,SANHNL,10,0
3256,SAN,HOU,SANHOU,9,0
3257,SAN,IAD,SANIAD,8,0
3258,SAN,IAH,SANIAH,15,0
3259,SAN,JFK,SANJFK,21,1
3260,SAN,KOA,SANKOA,0,0
3261,SAN,LAS,SANLAS,54,4
3262,SAN,LAX,SANLAX,54,2
3263,SAN,LIH,SANLIH,4,0
3264,SAN,MCI,SANMCI,11,1
3265,SAN,MCO,SANMCO,7,0
3266,SAN,MDW,SANMDW,11,11
3267,SAN,MKE,SANMKE,6,1
3268,SAN,MRY,SANMRY,3,0
3269,SAN,MSP,SANMSP,14,0
3270,SAN,OAK,SANOAK,34,4
3271,SAN,OGG,SANOGG,9,0
3272,SAN,OMA,SANOMA,0,0
3273,SAN,ORD,SANORD,42,15
3274,SAN,PDX,SANPDX,40,0
3275,SAN,PHL,SANPHL,2,0
3276,SAN,PHX,SANPHX,57,5
3277,SAN,RNO,SANRNO,14,0
3278,SAN,SAT,SANSAT,8,0
3279,SAN,SEA,SANSEA,27,0
3280,SAN,SFO,SANSFO,169,41
3281,SAN,SJC,SANSJC,49,8
3282,SAN,SLC,SANSLC,27,0
3283,SAN,SMF,SANSMF,68,8
3284,SAN,STL,SANSTL,13,0
3285,SAN,TUS,SANTUS,10,0
3286,SAT,ATL,SATATL,36,1
3287,SAT,BNA,SATBNA,3,1
3288,SAT,BWI,SATBWI,3,1
3289,SAT,CLT,SATCLT,16,0
3290,SAT,CVG,SATCVG,0,0
3291,SAT,DAL,SATDAL,31,3
3292,SAT,DEN,SATDEN,20,0
3293,SAT,DFW,SATDFW,26,1
3294,SAT,DTW,SATDTW,4,1
3295,SAT,ELP,SATELP,9,0
3296,SAT,EWR,SATEWR,23,1
3297,SAT,HOU,SATHOU,17,1
3298,SAT,IAD,SATIAD,14,1
3299,SAT,IAH,SATIAH,21,1
3300,SAT,LAS,SATLAS,18,1
3301,SAT,LAX,SATLAX,19,0
3302,SAT,MCI,SATMCI,1,0
3303,SAT,MCO,SATMCO,2,0
3304,SAT,MDW,SATMDW,10,10
3305,SAT,MSP,SATMSP,7,0
3306,SAT,MSY,SATMSY,6,0
3307,SAT,ONT,SATONT,0,0
3308,SAT,ORD,SATORD,30,16
3309,SAT,PHL,SATPHL,1,0
3310,SAT,PHX,SATPHX,13,2
3311,SAT,RDU,SATRDU,1,0
3312,SAT,SAN,SATSAN,12,0
3313,SAT,SFO,SATSFO,1,0
3314,SAT,SLC,SATSLC,5,0
3315,SAT,STL,SATSTL,7,2
3316,SAT,TPA,SATTPA,1,0
3317,SAV,ATL,SAVATL,21,0
3318,SAV,BOS,SAVBOS,9,3
3319,SAV,CLE,SAVCLE,1,0
3320,SAV,CLT,SAVCLT,29,2
3321,SAV,CVG,SAVCVG,3,0
3322,SAV,DFW,SAVDFW,9,1
3323,SAV,EWR,SAVEWR,27,3
3324,SAV,IAD,SAVIAD,1,0
3325,SAV,IAH,SAVIAH,4,0
3326,SAV,LGA,SAVLGA,17,0
3327,SAV,ORD,SAVORD,22,12
3328,SBA,DEN,SBADEN,15,1
3329,SBA,DFW,SBADFW,1,0
3330,SBA,LAX,SBALAX,17,0
3331,SBA,PHX,SBAPHX,10,0
3332,SBA,SFO,SBASFO,39,18
3333,SBN,ATL,SBNATL,21,6
3334,SBN,DTW,SBNDTW,17,6
3335,SBN,MSP,SBNMSP,7,1
3336,SBN,ORD,SBNORD,38,35
3337,SBP,LAX,SBPLAX,28,4
3338,SBP,PHX,SBPPHX,18,6
3339,SBP,SFO,SBPSFO,30,13
3340,SCC,ANC,SCCANC,1,1
3341,SCC,BRW,SCCBRW,4,2
3342,SCE,DTW,SCEDTW,4,4
3343,SDF,ATL,SDFATL,18,1
3344,SDF,BWI,SDFBWI,4,2
3345,SDF,CLT,SDFCLT,28,2
3346,SDF,DEN,SDFDEN,6,0
3347,SDF,DFW,SDFDFW,38,1
3348,SDF,DTW,SDFDTW,10,1
3349,SDF,EWR,SDFEWR,21,0
3350,SDF,IAH,SDFIAH,20,0
3351,SDF,LAS,SDFLAS,4,0
3352,SDF,LGA,SDFLGA,36,3
3353,SDF,MCO,SDFMCO,4,1
3354,SDF,MDW,SDFMDW,6,10
3355,SDF,MIA,SDFMIA,11,0
3356,SDF,MSP,SDFMSP,6,0
3357,SDF,ORD,SDFORD,45,15
3358,SDF,PHL,SDFPHL,7,0
3359,SDF,PHX,SDFPHX,2,0
3360,SDF,TPA,SDFTPA,2,0
3361,SEA,ABQ,SEAABQ,0,0
3362,SEA,ANC,SEAANC,56,0
3363,SEA,ATL,SEAATL,12,0
3364,SEA,AUS,SEAAUS,17,0
3365,SEA,BNA,SEABNA,7,0
3366,SEA,BOI,SEABOI,18,0
3367,SEA,BOS,SEABOS,20,5
3368,SEA,BUR,SEABUR,8,0
3369,SEA,BWI,SEABWI,5,0
3370,SEA,CLT,SEACLT,7,0
3371,SEA,CVG,SEACVG,3,0
3372,SEA,DCA,SEADCA,4,0
3373,SEA,DEN,SEADEN,61,0
3374,SEA,DFW,SEADFW,33,0
3375,SEA,DTW,SEADTW,14,1
3376,SEA,EWR,SEAEWR,34,1
3377,SEA,FAI,SEAFAI,11,0
3378,SEA,GEG,SEAGEG,21,1
3379,SEA,HNL,SEAHNL,21,0
3380,SEA,IAD,SEAIAD,16,0
3381,SEA,IAH,SEAIAH,12,0
3382,SEA,IND,SEAIND,2,0
3383,SEA,JFK,SEAJFK,24,3
3384,SEA,JNU,SEAJNU,14,1
3385,SEA,KOA,SEAKOA,16,0
3386,SEA,KTN,SEAKTN,13,1
3387,SEA,LAS,SEALAS,64,1
3388,SEA,LAX,SEALAX,87,3
3389,SEA,LGB,SEALGB,1,0
3390,SEA,LIH,SEALIH,5,0
3391,SEA,MCI,SEAMCI,4,0
3392,SEA,MCO,SEAMCO,4,0
3393,SEA,MDW,SEAMDW,8,5
3394,SEA,MIA,SEAMIA,2,0
3395,SEA,MKE,SEAMKE,0,0
3396,SEA,MSP,SEAMSP,30,0
3397,SEA,OAK,SEAOAK,36,3
3398,SEA,OGG,SEAOGG,12,0
3399,SEA,ONT,SEAONT,2,0
3400,SEA,ORD,SEAORD,63,16
3401,SEA,PDX,SEAPDX,18,1
3402,SEA,PHL,SEAPHL,0,2
3403,SEA,PHX,SEAPHX,47,0
3404,SEA,PSP,SEAPSP,19,0
3405,SEA,RNO,SEARNO,1,0
3406,SEA,SAN,SEASAN,23,1
3407,SEA,SFO,SEASFO,150,23
3408,SEA,SJC,SEASJC,40,4
3409,SEA,SLC,SEASLC,22,1
3410,SEA,SMF,SEASMF,23,0
3411,SEA,SNA,SEASNA,17,2
3412,SEA,STL,SEASTL,8,0
3413,SEA,TUS,SEATUS,6,0
3414,SFO,ABQ,SFOABQ,10,4
3415,SFO,ACV,SFOACV,24,15
3416,SFO,ASE,SFOASE,20,8
3417,SFO,ATL,SFOATL,64,1
3418,SFO,AUS,SFOAUS,43,3
3419,SFO,BFL,SFOBFL,5,1
3420,SFO,BOI,SFOBOI,38,8
3421,SFO,BOS,SFOBOS,113,12
3422,SFO,BUR,SFOBUR,43,27
3423,SFO,BWI,SFOBWI,14,0
3424,SFO,BZN,SFOBZN,10,4
3425,SFO,CLE,SFOCLE,6,1
3426,SFO,CLT,SFOCLT,18,2
3427,SFO,CVG,SFOCVG,4,2
3428,SFO,DEN,SFODEN,96,3
3429,SFO,DFW,SFODFW,55,2
3430,SFO,DTW,SFODTW,33,1
3431,SFO,EUG,SFOEUG,27,8
3432,SFO,EWR,SFOEWR,115,4
3433,SFO,FAT,SFOFAT,24,11
3434,SFO,HNL,SFOHNL,46,0
3435,SFO,IAD,SFOIAD,48,3
3436,SFO,IAH,SFOIAH,59,0
3437,SFO,IND,SFOIND,12,1
3438,SFO,JFK,SFOJFK,148,8
3439,SFO,KOA,SFOKOA,23,0
3440,SFO,LAS,SFOLAS,159,15
3441,SFO,LAX,SFOLAX,290,74
3442,SFO,LGB,SFOLGB,18,1
3443,SFO,LIH,SFOLIH,7,0
3444,SFO,MCO,SFOMCO,17,0
3445,SFO,MDW,SFOMDW,11,7
3446,SFO,MFR,SFOMFR,36,10
3447,SFO,MIA,SFOMIA,15,1
3448,SFO,MRY,SFOMRY,9,8
3449,SFO,MSP,SFOMSP,39,1
3450,SFO,OGG,SFOOGG,35,1
3451,SFO,ONT,SFOONT,33,18
3452,SFO,ORD,SFOORD,146,21
3453,SFO,OTH,SFOOTH,6,6
3454,SFO,PDX,SFOPDX,93,27
3455,SFO,PHL,SFOPHL,23,1
3456,SFO,PHX,SFOPHX,68,14
3457,SFO,PIT,SFOPIT,6,0
3458,SFO,PSP,SFOPSP,45,18
3459,SFO,RDD,SFORDD,14,7
3460,SFO,RDM,SFORDM,32,14
3461,SFO,RNO,SFORNO,34,6
3462,SFO,SAN,SFOSAN,131,38
3463,SFO,SAT,SFOSAT,6,0
3464,SFO,SBA,SFOSBA,43,19
3465,SFO,SBP,SFOSBP,31,9
3466,SFO,SEA,SFOSEA,133,22
3467,SFO,SLC,SFOSLC,78,11
3468,SFO,SMF,SFOSMF,24,13
3469,SFO,SNA,SFOSNA,41,17
3470,SFO,STL,SFOSTL,20,1
3471,SFO,TUS,SFOTUS,11,3
3472,SGF,ATL,SGFATL,18,1
3473,SGF,DEN,SGFDEN,6,0
3474,SGF,DFW,SGFDFW,29,0
3475,SGF,ORD,SGFORD,19,14
3476,SGU,LAX,SGULAX,7,0
3477,SGU,SLC,SGUSLC,6,0
3478,SHV,ATL,SHVATL,30,2
3479,SHV,DFW,SHVDFW,25,0
3480,SHV,IAH,SHVIAH,9,2
3481,SIT,JNU,SITJNU,9,0
3482,SIT,KTN,SITKTN,3,1
3483,SJC,ATL,SJCATL,9,0
3484,SJC,AUS,SJCAUS,17,0
3485,SJC,BOS,SJCBOS,4,2
3486,SJC,BUR,SJCBUR,34,8
3487,SJC,DEN,SJCDEN,29,0
3488,SJC,DFW,SJCDFW,13,0
3489,SJC,EWR,SJCEWR,13,0
3490,SJC,HNL,SJCHNL,8,0
3491,SJC,IAH,SJCIAH,1,0
3492,SJC,JFK,SJCJFK,9,0
3493,SJC,LAS,SJCLAS,51,1
3494,SJC,LAX,SJCLAX,55,19
3495,SJC,LGB,SJCLGB,11,0
3496,SJC,MDW,SJCMDW,3,4
3497,SJC,MSP,SJCMSP,4,0
3498,SJC,ONT,SJCONT,21,0
3499,SJC,ORD,SJCORD,9,9
3500,SJC,PDX,SJCPDX,33,6
3501,SJC,PHX,SJCPHX,32,1
3502,SJC,RNO,SJCRNO,11,1
3503,SJC,SAN,SJCSAN,61,13
3504,SJC,SEA,SJCSEA,41,4
3505,SJC,SLC,SJCSLC,17,0
3506,SJC,SNA,SJCSNA,57,9
3507,SJT,DFW,SJTDFW,8,3
3508,SJU,ATL,SJUATL,15,0
3509,SJU,BDL,SJUBDL,19,2
3510,SJU,BOS,SJUBOS,29,3
3511,SJU,BWI,SJUBWI,19,0
3512,SJU,CLT,SJUCLT,17,0
3513,SJU,DFW,SJUDFW,1,0
3514,SJU,EWR,SJUEWR,35,2
3515,SJU,FLL,SJUFLL,75,1
3516,SJU,IAD,SJUIAD,1,0
3517,SJU,IAH,SJUIAH,13,0
3518,SJU,JFK,SJUJFK,54,5
3519,SJU,MCO,SJUMCO,93,0
3520,SJU,MIA,SJUMIA,17,0
3521,SJU,MSP,SJUMSP,0,0
3522,SJU,ORD,SJUORD,11,0
3523,SJU,PHL,SJUPHL,16,0
3524,SJU,PIT,SJUPIT,2,0
3525,SJU,STT,SJUSTT,18,1
3526,SJU,TPA,SJUTPA,36,0
3527,SLC,ABQ,SLCABQ,5,0
3528,SLC,ASE,SLCASE,9,0
3529,SLC,ATL,SLCATL,24,1
3530,SLC,AUS,SLCAUS,10,0
3531,SLC,BIL,SLCBIL,12,0
3532,SLC,BNA,SLCBNA,2,0
3533,SLC,BOI,SLCBOI,15,0
3534,SLC,BOS,SLCBOS,16,1
3535,SLC,BTM,SLCBTM,4,0
3536,SLC,BUR,SLCBUR,12,0
3537,SLC,BWI,SLCBWI,3,0
3538,SLC,BZN,SLCBZN,20,0
3539,SLC,CDC,SLCCDC,6,0
3540,SLC,CLE,SLCCLE,0,0
3541,SLC,CLT,SLCCLT,9,0
3542,SLC,COS,SLCCOS,3,0
3543,SLC,CPR,SLCCPR,1,0
3544,SLC,CVG,SLCCVG,5,0
3545,SLC,DCA,SLCDCA,1,0
3546,SLC,DEN,SLCDEN,94,1
3547,SLC,DFW,SLCDFW,43,0
3548,SLC,DSM,SLCDSM,5,0
3549,SLC,DTW,SLCDTW,10,0
3550,SLC,EKO,SLCEKO,5,4
3551,SLC,ELP,SLCELP,3,0
3552,SLC,EUG,SLCEUG,2,0
3553,SLC,EWR,SLCEWR,26,0
3554,SLC,FAT,SLCFAT,16,0
3555,SLC,FCA,SLCFCA,11,0
3556,SLC,FLL,SLCFLL,11,0
3557,SLC,GEG,SLCGEG,13,0
3558,SLC,GJT,SLCGJT,5,0
3559,SLC,GTF,SLCGTF,6,0
3560,SLC,HLN,SLCHLN,12,0
3561,SLC,HNL,SLCHNL,12,0
3562,SLC,IAD,SLCIAD,2,0
3563,SLC,IAH,SLCIAH,14,1
3564,SLC,IDA,SLCIDA,9,0
3565,SLC,JAC,SLCJAC,15,0
3566,SLC,JFK,SLCJFK,27,1
3567,SLC,LAS,SLCLAS,62,0
3568,SLC,LAX,SLCLAX,90,1
3569,SLC,LGB,SLCLGB,25,0
3570,SLC,LWS,SLCLWS,4,0
3571,SLC,MCI,SLCMCI,9,0
3572,SLC,MCO,SLCMCO,19,0
3573,SLC,MDW,SLCMDW,16,8
3574,SLC,MFR,SLCMFR,0,0
3575,SLC,MKE,SLCMKE,1,0
3576,SLC,MSO,SLCMSO,10,0
3577,SLC,MSP,SLCMSP,18,0
3578,SLC,MSY,SLCMSY,5,0
3579,SLC,MTJ,SLCMTJ,0,0
3580,SLC,OAK,SLCOAK,27,1
3581,SLC,OGG,SLCOGG,2,0
3582,SLC,OKC,SLCOKC,12,0
3583,SLC,OMA,SLCOMA,4,0
3584,SLC,ONT,SLCONT,13,0
3585,SLC,ORD,SLCORD,68,19
3586,SLC,PDX,SLCPDX,17,0
3587,SLC,PHL,SLCPHL,5,0
3588,SLC,PHX,SLCPHX,46,2
3589,SLC,PIH,SLCPIH,7,0
3590,SLC,PIT,SLCPIT,7,0
3591,SLC,PSC,SLCPSC,7,0
3592,SLC,PSP,SLCPSP,12,0
3593,SLC,RAP,SLCRAP,2,0
3594,SLC,RDM,SLCRDM,8,0
3595,SLC,RDU,SLCRDU,2,0
3596,SLC,RNO,SLCRNO,18,0
3597,SLC,SAN,SLCSAN,20,1
3598,SLC,SAT,SLCSAT,11,0
3599,SLC,SEA,SLCSEA,42,1
3600,SLC,SFO,SLCSFO,98,8
3601,SLC,SGU,SLCSGU,6,0
3602,SLC,SJC,SLCSJC,6,0
3603,SLC,SMF,SLCSMF,29,0
3604,SLC,SNA,SLCSNA,16,0
3605,SLC,STL,SLCSTL,10,0
3606,SLC,SUN,SLCSUN,7,0
3607,SLC,TPA,SLCTPA,0,0
3608,SLC,TUL,SLCTUL,6,0
3609,SLC,TUS,SLCTUS,13,0
3610,SLC,TWF,SLCTWF,4,0
3611,SMF,ATL,SMFATL,7,0
3612,SMF,BUR,SMFBUR,28,5
3613,SMF,CLT,SMFCLT,3,0
3614,SMF,DEN,SMFDEN,28,3
3615,SMF,DFW,SMFDFW,17,0
3616,SMF,GEG,SMFGEG,5,0
3617,SMF,HNL,SMFHNL,7,0
3618,SMF,IAD,SMFIAD,1,0
3619,SMF,IAH,SMFIAH,0,0
3620,SMF,JFK,SMFJFK,5,1
3621,SMF,LAS,SMFLAS,38,2
3622,SMF,LAX,SMFLAX,64,8
3623,SMF,LGB,SMFLGB,25,0
3624,SMF,MDW,SMFMDW,4,4
3625,SMF,MSP,SMFMSP,3,0
3626,SMF,OGG,SMFOGG,1,0
3627,SMF,ONT,SMFONT,21,0
3628,SMF,ORD,SMFORD,11,4
3629,SMF,PDX,SMFPDX,9,2
3630,SMF,PHX,SMFPHX,28,1
3631,SMF,SAN,SMFSAN,46,4
3632,SMF,SEA,SMFSEA,28,0
3633,SMF,SFO,SMFSFO,24,16
3634,SMF,SLC,SMFSLC,20,1
3635,SMF,SNA,SMFSNA,21,0
3636,SNA,ATL,SNAATL,20,0
3637,SNA,AUS,SNAAUS,7,0
3638,SNA,DEN,SNADEN,33,0
3639,SNA,DFW,SNADFW,30,0
3640,SNA,EWR,SNAEWR,8,0
3641,SNA,IAH,SNAIAH,8,0
3642,SNA,LAS,SNALAS,33,0
3643,SNA,MSP,SNAMSP,8,0
3644,SNA,OAK,SNAOAK,25,1
3645,SNA,ORD,SNAORD,19,10
3646,SNA,PDX,SNAPDX,6,1
3647,SNA,PHX,SNAPHX,47,0
3648,SNA,SEA,SNASEA,22,1
3649,SNA,SFO,SNASFO,43,8
3650,SNA,SJC,SNASJC,52,10
3651,SNA,SLC,SNASLC,16,0
3652,SNA,SMF,SNASMF,27,1
3653,SPI,ORD,SPIORD,11,14
3654,SPS,DFW,SPSDFW,8,6
3655,SRQ,ATL,SRQATL,17,0
3656,SRQ,BOS,SRQBOS,10,4
3657,SRQ,CLE,SRQCLE,2,1
3658,SRQ,CLT,SRQCLT,14,0
3659,SRQ,CVG,SRQCVG,6,0
3660,SRQ,DCA,SRQDCA,4,1
3661,SRQ,DTW,SRQDTW,1,0
3662,SRQ,EWR,SRQEWR,22,1
3663,SRQ,IND,SRQIND,6,0
3664,SRQ,JFK,SRQJFK,9,0
